song id;Source;ID at file source;Title;Artist;Album name
3671;soundtracks;96;;;Cape Fear
3672;soundtracks;97;;;Mississippi Burning
3673;soundtracks;98;;;Road to Perdition
3674;soundtracks;99;;;Dracula
3675;soundtracks;100;;;Psycho
3676;soundtracks;101;;;Shallow Grave
3677;soundtracks;102;;;Gladiator
3678;soundtracks;103;;;The Untouchables
3679;soundtracks;104;;;The Alien Trilogy
3680;soundtracks;105;;;Road to Perdition
3681;soundtracks;106;;;Road to Perdition
3682;soundtracks;107;;;Dracula
3683;soundtracks;108;;;Cape Fear
3684;soundtracks;109;;;Mississippi Burning
3685;soundtracks;110;;;Gladiator
3686;soundtracks;111;;;Cape Fear
3687;soundtracks;112;;;Psycho
3688;soundtracks;113;;;The Untouchables
3689;soundtracks;114;;;Man of Galilee CD1
3690;soundtracks;115;;;The Missing
3691;soundtracks;116;;;Gladiator
3692;soundtracks;117;;;Shakespeare in Love
3693;soundtracks;118;;;Band of Brothers
3694;soundtracks;119;;;Band of Brothers
3695;soundtracks;120;;;Nostradamus
3696;soundtracks;121;;;Cape Fear
3697;soundtracks;122;;;Gladiator
3698;soundtracks;123;;;Gladiator
3699;soundtracks;124;;;The Rainmaker
3700;soundtracks;125;;;The Alien Trilogy
3701;soundtracks;126;;;The Alien Trilogy
3702;soundtracks;127;;;Gladiator
3703;soundtracks;128;;;The Four Feathers
3704;soundtracks;129;;;The Missing
3705;soundtracks;130;;;Road to Perdition
3706;soundtracks;131;;;Shine
3707;soundtracks;132;;;Psycho
3708;soundtracks;133;;;Cape Fear
3709;soundtracks;134;;;Shakespeare in Love
3710;soundtracks;135;;;Nostradamus
3711;soundtracks;136;;;The Missing
3712;soundtracks;137;;;Running Scared
3713;soundtracks;138;;;Cape Fear
3714;soundtracks;139;;;The Alien Trilogy
3715;soundtracks;140;;;Running Scared
3716;soundtracks;141;;;Cape Fear
3717;soundtracks;142;;;The Missing
3718;soundtracks;143;;;Naked Lunch
3719;soundtracks;144;;;Cape Fear
3720;soundtracks;145;;;Shakespeare in Love
3721;soundtracks;146;;;The Missing
3722;soundtracks;147;;;The Rainmaker
3723;soundtracks;148;;;Road to Perdition
3724;soundtracks;149;;;Band of Brothers
3725;soundtracks;150;;;Shakespeare in Love
3726;soundtracks;151;;;The Rainmaker
3727;soundtracks;152;;;The Rainmaker
3728;soundtracks;153;;;Naked Lunch
3729;soundtracks;154;;;Naked Lunch
3730;soundtracks;155;;;The Rainmaker
3731;soundtracks;156;;;Shallow Grave
3732;soundtracks;157;;;The Alien Trilogy
3733;soundtracks;158;;;Naked Lunch
3734;soundtracks;159;;;Road to Perdition
3735;soundtracks;160;;;Man of Galilee CD1
3736;soundtracks;161;;;Band of Brothers
3737;soundtracks;162;;;Man of Galilee CD1
3738;soundtracks;163;;;Naked Lunch
3739;soundtracks;164;;;Naked Lunch
3740;soundtracks;165;;;Cape Fear
3741;soundtracks;166;;;Cape Fear
3742;soundtracks;167;;;Road to Perdition
3743;soundtracks;168;;;Cape Fear
3744;soundtracks;169;;;The Missing
3745;soundtracks;170;;;The English Patient
3746;soundtracks;171;;;Band of Brothers
3747;soundtracks;172;;;Road to Perdition
3748;soundtracks;173;;;Running Scared
3749;soundtracks;174;;;The English Patient
3750;soundtracks;175;;;Nostradamus
3751;soundtracks;176;;;Running Scared
3752;soundtracks;177;;;Cape Fear
3753;soundtracks;178;;;Big Fish
3754;soundtracks;179;;;Band of Brothers
3755;soundtracks;180;;;Shakespeare in Love
3756;soundtracks;181;;;Batman
3757;soundtracks;182;;;Dances with Wolves
3758;soundtracks;183;;;The Fifth Element
3759;soundtracks;184;;;The Ocellus Suite
3760;soundtracks;185;;;Mother of Mine
3761;soundtracks;186;;;The Portrait of a Lady
3762;soundtracks;187;;;Juha
3763;soundtracks;188;;;Dances with Wolves
3764;soundtracks;189;;;Blanc
3765;soundtracks;190;;;Pride & Prejudice
3766;soundtracks;191;;;The Godfather
3767;soundtracks;192;;;Oliver Twist
3768;soundtracks;193;;;JFK
3769;soundtracks;194;;;The Portrait of a Lady
3770;soundtracks;195;;;Juha
3771;soundtracks;196;;;Dracula
3772;soundtracks;197;;;Mother of Mine
3773;soundtracks;198;;;The Omen
3774;soundtracks;199;;;Juha
3775;soundtracks;200;;;Crouching Tiger, Hidden Dragon
3776;soundtracks;201;;;Dances with Wolves
3777;soundtracks;202;;;Juha
3778;soundtracks;203;;;Grizzly Man
3779;soundtracks;204;;;Outbreak
3780;soundtracks;205;;;Oliver Twist
3781;soundtracks;206;;;Batman
3782;soundtracks;207;;;Juha
3783;soundtracks;208;;;Blanc
3784;soundtracks;209;;;Crouching Tiger, Hidden Dragon
3785;soundtracks;210;;;Crouching Tiger, Hidden Dragon
3786;soundtracks;211;;;Last samurai
3787;soundtracks;212;;;Batman Returns
3788;soundtracks;213;;;Batman
3789;soundtracks;214;;;Grizzly Man
3790;soundtracks;215;;;Grizzly Man
3791;soundtracks;216;;;JFK
3792;soundtracks;217;;;Lethal weapon 3
3793;soundtracks;218;;;Hellraiser
3794;soundtracks;219;;;Batman Returns
3795;soundtracks;220;;;The Fifth Element
3796;soundtracks;221;;;Hellraiser
3797;soundtracks;222;;;The Fifth Element
3798;soundtracks;223;;;Babylon 5
3799;soundtracks;224;;;Outbreak
3800;soundtracks;225;;;Batman
3801;soundtracks;226;;;Dracula
3802;soundtracks;227;;;Lethal weapon 3
3803;soundtracks;228;;;The Ocellus Suite
3804;soundtracks;229;;;Outbreak
3805;soundtracks;230;;;Babylon 5
3806;soundtracks;231;;;Batman Returns
3807;soundtracks;232;;;Batman Returns
3808;soundtracks;233;;;Juha
3809;soundtracks;234;;;Oliver Twist
3810;soundtracks;235;;;The Godfather
3811;soundtracks;236;;;Lethal weapon 3
3812;soundtracks;237;;;The Fifth Element
3813;soundtracks;238;;;Crouching Tiger, Hidden Dragon
3814;soundtracks;239;;;The Fifth Element
3815;soundtracks;240;;;Dracula
3816;soundtracks;241;;;The Godfather
3817;soundtracks;242;;;Grizzly Man
3818;soundtracks;243;;;Batman Returns
3819;soundtracks;244;;;The Portrait of a Lady
3820;soundtracks;245;;;Batman Returns
3821;soundtracks;246;;;Oliver Twist
3822;soundtracks;247;;;Juha
3823;soundtracks;248;;;Mother of Mine
3824;soundtracks;249;;;Outbreak
3825;soundtracks;250;;;Batman
3826;soundtracks;251;;;The Fifth Element
3827;soundtracks;252;;;Crouching Tiger, Hidden Dragon
3828;soundtracks;253;;;Crouching Tiger, Hidden Dragon
3829;soundtracks;254;;;Blanc
3830;soundtracks;255;;;JFK
3831;soundtracks;256;;;The Portait of a Lady
3832;soundtracks;257;;;Crouching Tiger, Hidden Dragon
3833;soundtracks;258;;;The Ocellus Suite
3834;soundtracks;259;;;Blanc
3835;soundtracks;260;;;Batman
3836;soundtracks;261;;;Lethal weapon 3
3837;soundtracks;262;;;Oliver Twist
3838;soundtracks;263;;;Pride & Prejudice
3839;soundtracks;264;;;Dances with Wolves
3840;soundtracks;265;;;Juha
3841;soundtracks;266;;;JFK
3842;soundtracks;267;;;Outbreak
3843;soundtracks;268;;;Juha
3844;soundtracks;269;;;Juha
3845;soundtracks;270;;;The Omen
3846;soundtracks;271;;;Pride & Prejudice
3847;soundtracks;272;;;Pride & Prejudice
3848;soundtracks;273;;;Batman Returns
3849;soundtracks;274;;;Angel Heart
3850;soundtracks;275;;;JFK
3851;soundtracks;276;;;Dracula
3852;soundtracks;277;;;Last samurai
3853;soundtracks;278;;;Pride & Prejudice
3854;soundtracks;279;;;Mother of Mine
3855;soundtracks;280;;;Blanc
3856;soundtracks;281;;;Dances with Wolves
3857;soundtracks;282;;;Crouching Tiger, Hidden Dragon
3858;soundtracks;283;;;Blanc
3859;soundtracks;284;;;The Portrait of a Lady
3860;soundtracks;285;;;Juha
3861;soundtracks;286;;;The Omen
3862;soundtracks;287;;;Juha
3863;soundtracks;288;;;The Portrait of a Lady
3864;soundtracks;289;;;Outbreak
3865;soundtracks;290;;;The Omen
3866;soundtracks;291;;;The Fifth Element
3867;soundtracks;292;;;Batman
3868;soundtracks;293;;;Crouching Tiger, Hidden Dragon
3869;soundtracks;294;;;Juha
3870;soundtracks;295;;;Blanc
3871;soundtracks;296;;;Oliver Twist
3872;soundtracks;297;;;Batman
3873;soundtracks;298;;;Mother of Mine
3874;soundtracks;299;;;Oliver Twist
3875;soundtracks;300;;;Batman
3876;soundtracks;301;;;Last samurai
3877;soundtracks;302;;;The Omen
3878;soundtracks;303;;;Hellraiser
3879;soundtracks;304;;;Hellraiser
3880;soundtracks;305;;;JFK
3881;soundtracks;306;;;Hellraiser
3882;soundtracks;307;;;Oliver Twist
3883;soundtracks;308;;;JFK
3884;soundtracks;309;;;The Fifth Element
3885;soundtracks;310;;;Last samurai
3886;soundtracks;311;;;Oliver Twist
3887;soundtracks;312;;;Hannibal
3888;soundtracks;313;;;Hannibal
3889;soundtracks;314;;;Batman
3890;soundtracks;315;;;Outbreak
3891;soundtracks;316;;;Batman Returns
3892;soundtracks;317;;;Angel Heart
3893;soundtracks;318;;;The Fifth Element
3894;soundtracks;319;;;Crouching Tiger, Hidden Dragon
3895;soundtracks;320;;;JFK
3896;soundtracks;321;;;The Fifth Element
3897;soundtracks;322;;;Pride & Prejudice
3898;soundtracks;323;;;Hannibal
3899;soundtracks;324;;;Dracula
3900;soundtracks;325;;;Lethal weapon 3
3901;soundtracks;326;;;The Omen
3902;soundtracks;327;;;Crouching Tiger, Hidden Dragon
3903;soundtracks;328;;;Angel Heart
3904;soundtracks;329;;;Oliver Twist
3905;soundtracks;330;;;Oliver Twist
3906;soundtracks;331;;;Pride & Prejudice
3907;soundtracks;332;;;JFK
3908;soundtracks;333;;;Lethal weapon 3
3909;soundtracks;334;;;Dances with Wolves
3910;soundtracks;335;;;Pride & Prejudice
3911;soundtracks;336;;;Dances with Wolves
3912;soundtracks;337;;;JFK
3913;soundtracks;338;;;Lethal weapon 3
3914;soundtracks;339;;;Dances with Wolves
3915;soundtracks;340;;;The Portrait of a Lady
3916;soundtracks;341;;;The Fifth Element
3917;soundtracks;342;;;Blanc
3918;soundtracks;343;;;Grizzly Man
3919;soundtracks;344;;;Mother of Mine
3920;soundtracks;345;;;Crouching Tiger, Hidden Dragon
3921;soundtracks;346;;;Oliver Twist
3922;soundtracks;347;;;Crouching Tiger, Hidden Dragon
3923;soundtracks;348;;;Crouching Tiger, Hidden Dragon
3924;soundtracks;349;;;Juha
3925;soundtracks;350;;;The Fifth Element
3926;soundtracks;351;;;Crouching Tiger, Hidden Dragon
3927;soundtracks;352;;;The Fifth Element
3928;soundtracks;353;;;The Fifth Element
3929;soundtracks;354;;;Grizzly Man
3930;soundtracks;355;;;JFK
3931;soundtracks;356;;;Lethal weapon 3
3932;soundtracks;357;;;Dracula
3933;soundtracks;358;;;Angel Heart
3934;soundtracks;359;;;Batman
3935;soundtracks;360;;;Batman
3936;bimodal; A001.mp3; What a Worderful World; Louis Armstrong;
3937;bimodal; A002.mp3; Country Confort; Rod Stewart;
3938;bimodal; A003.mp3; Lately; Stevie Wonder;
3939;bimodal; A004.mp3; I'm so lonesome I could cry; Johnny Cash;
3940;bimodal; A005.mp3; U Got the Look; Prince;
3941;bimodal; A006.mp3; Atlantic City; Bruce Springsteen;
3942;bimodal; A007.mp3; Blue Eyes; Elton John;
3943;bimodal; A008.mp3; Why do you want him; Green Day;
3944;bimodal; A009.mp3; Our Love; Natalie Cole;
3945;bimodal; A010.mp3; Animal; Pearl Jam;
3946;bimodal; A011.mp3; PS I Love You; Beatles;
3947;bimodal; A013.mp3; London Calling; The Clash;
3948;bimodal; A014.mp3; Feels_Just_Like_It_Should; Jamiroquai;
3949;bimodal; A017.mp3; Just the Way You are; Billie Joel;
3950;bimodal; A018.mp3; Solitude; Tonny Bennett;
3951;bimodal; A019.mp3; California Girls; Beach Boys;
3952;bimodal; A020.mp3; Sunday Bloody Sunday; U2;
3953;bimodal; A021.mp3; That's what friends are for; Dionne and Fiends;
3954;bimodal; A022.mp3; Miss Jamaica; Jimmy Cliff;
3955;bimodal; A024.mp3; Paradise; Sade;
3956;bimodal; A025.mp3; Bring Your Whole Crew; DMX;
3957;bimodal; A027.mp3; Spanish Eyes; Ricky Martin;
3958;bimodal; A028.mp3; I Fucking Hate You; Godsmack;
3959;bimodal; A029.mp3; Tears in Heaven; Eric Clapton;
3960;bimodal; A030.mp3; White Christmas; John Denver;
3961;bimodal; A031.mp3; Soolaimon; Neil Diamond;
3962;bimodal; A032.mp3; May it Be; Enya;
3963;bimodal; A034.mp3; Natural Disaster; Anathema;
3964;bimodal; A035.mp3; Disappear; Dream Theater;
3965;bimodal; A037.mp3; And The Singer sings his song; Neil Diamond;
3966;bimodal; A038.mp3; The Eternal; Joy Division;
3967;bimodal; A039.mp3; Dancing Queen; ABBA;
3968;bimodal; A042.mp3; Do you wanna dance; Beach Boys;
3969;bimodal; A043.mp3; Beautiful Day; Mary J. Blige;
3970;bimodal; A044.mp3; Misery Machine; Marilyn Manson;
3971;bimodal; A045.mp3; Hurt; Johnny Cash;
3972;bimodal; A047.mp3; La Isla Bonita; Maddona;
3973;bimodal; A048.mp3; Everybody Hurts; REM;
3974;bimodal; A050.mp3; Whenever; wherever;
3975;bimodal; A051.mp3; Can't Stand You; Slayer;
3976;bimodal; A052.mp3; Hell's Bells; AC/DC;
3977;bimodal; A053.mp3; Strawberry Swing; Coldplay;
3978;bimodal; A055.mp3; Born in the USA; Bruce Springsteen;
3979;bimodal; A056.mp3; Scarstruck; The Slayer;
3980;bimodal; A058.mp3; Over the Rainbow; Frank Sinatra;
3981;bimodal; A060.mp3; Wise up; Aimee Mann;
3982;bimodal; A061-66.mp3; Mad World; Gary Jules;
3983;bimodal; A062-170.mp3; Aces High; Iron Maiden;
3984;bimodal; A063-90.mp3; Albedo 039; Vangelis;
3985;bimodal; A064-116.mp3; All Night Long; Lionel Ritchie;
3986;bimodal; A066-140.mp3; The Journey of the Angels; Enya;
3987;bimodal; A067-104.mp3; The Lady Of Shalott; Loreena Mckennitt;
3988;bimodal; A068-167.mp3; Ashes; Five Finger Deadth Punch;
3989;bimodal; A069-105.mp3; Beautiful; Christina Aguilera;
3990;bimodal; A071-70.mp3; Brick; Ben Folds Five;
3991;bimodal; A073-143.mp3; Broken Strings; James Morrison;
3992;bimodal; A075-128.mp3; Burning Heart; Survivor;
3993;bimodal; A077-122.mp3; Celebration; Kool and the Gang;
3994;bimodal; A078-173.mp3; China Roses; Enya;
3995;bimodal; A079-126.mp3; Coming Home; Avenged Sevenfold;
3996;bimodal; A080-92.mp3; Congratulations; I hate you;
3997;bimodal; A081-67.mp3; Creep; Radiohead;
3998;bimodal; A082-93.mp3; Cryin' Like a Bitch; Godsmack;
3999;bimodal; A083-158.mp3; Crying; Don McLean;
4000;bimodal; A084-75.mp3; Dance with my Father; Luthor Vandross;
4001;bimodal; A085-69.mp3; Dying in the Sun; Cranberries;
4002;bimodal; A086-123.mp3; Everybody Dance Now; CC Music Factory;
4003;bimodal; A087-165.mp3; Father Time; Lloyd Banks;
4004;bimodal; A088-136.mp3; Fly me to the Moon; Diana Krall;
4005;bimodal; A089-131.mp3; Footloose; Kenny Loggins;
4006;bimodal; A090-94.mp3; Fuck the World; Tupac Shakur;
4007;bimodal; A091-95.mp3; Fuck you; Headstones;
4008;bimodal; A092-96.mp3; Fun Fun Fun; Beach Boys;
4009;bimodal; A093-112.mp3; Gold Digger; Kanye West;
4010;bimodal; A023.mp3; Last Resort; Papa Roach;
4011;bimodal; A049.mp3; Highway to Hell; AC/DC;
4012;bimodal; A074-91.mp3; Bullet with your name; Scars of life;
4013;bimodal; A094-110.mp3; Good Times; Chic;
4014;bimodal; A115-84.mp3; New York; New York;
4015;bimodal; A143-72.mp3; Angel; Sarah McLachlan;
4016;bimodal; A167.mp3; Twistin' the Night Away; Sam Cooke;
4017;bimodal; A095-113.mp3; Happy; Pharrel Williams;
4018;bimodal; A096-68.mp3; Hello; Evanescence;
4019;bimodal; A097-152.mp3; Home; Michael Bublé;
4020;bimodal; A098-154.mp3; How could Anyone; Shaina Noll;
4021;bimodal; A099-106.mp3; Hurt; Christina Aguilera;
4022;bimodal; A100-124.mp3; I Feel Good; James Brown;
4023;bimodal; A101-111.mp3; I Feel Love; Donna Summer;
4024;bimodal; A102-114.mp3; I Wanna Dance with Somebody; Whitney Houston;
4025;bimodal; A103-99.mp3; Idiot; Lisa Presley;
4026;bimodal; A104-119.mp3; It's Raining Men; Geri Halliwell;
4027;bimodal; A105-117.mp3; Kiss; Prince;
4028;bimodal; A106-100.mp3; Knife; Rockwell;
4029;bimodal; A107-115.mp3; Let's Dance; David Bowie;
4030;bimodal; A109-138.mp3; Love is where you are; Diana Krall;
4031;bimodal; A110-155.mp3; Lovely Linda; Paul McCartney;
4032;bimodal; A111-141.mp3; Moon Song; Norah Jones;
4033;bimodal; A112-157.mp3; Mother; John Lennon;
4034;bimodal; A114-120.mp3; Never too Much; Luther Vandross;
4035;bimodal; A116-135.mp3; Nightmare; Avenged Sevenfold;
4036;bimodal; A117-76.mp3; Nothing Compares 2 U; Sinéad O'Connor;
4037;bimodal; A119-151.mp3; On An Ocean; Lisa Gerrard;
4038;bimodal; A120-168.mp3; Paint the Sky with Stars; Enya;
4039;bimodal; A126-77.mp3; Sacrifice; Sinéad O'Connor;
4040;bimodal; A127-133.mp3; Serial Killer; Vio-Lence;
4041;bimodal; A128-109.mp3; Single Ladies; Beyonce;
4042;bimodal; A129-88.mp3; Soldier Side; System of a Down;
4043;bimodal; A130-162.mp3; Song for a Blue Guitar; Red House Painters;
4044;bimodal; A131-101.mp3; Spill Your Blood; Mr. Hyde;
4045;bimodal; A132-121.mp3; Staying Alive; Bee Gees;
4046;bimodal; A133-171.mp3; Suicide Solution; Ozzy Osbourne;
4047;bimodal; A134-142.mp3; Sunrise; Norah Jones;
4048;bimodal; A136-97.mp3; Take my Scars; Machine Head;
4049;bimodal; A137-153.mp3; Thank you Stars; Kate Melua;
4050;bimodal; A140-166.mp3; The Bleeding; Five Finger Deadth Punch;
4051;bimodal; A141-139.mp3; The Boy from Ipanema; Diana Krall;
4052;bimodal; A142-98.mp3; The Enemy Inside; Dream Theater;
4053;bimodal; A145-134.mp3; Those Sweet Words; Norah Jones;
4054;bimodal; A146-118.mp3; Twist and Shout; Beatles;
4055;bimodal; A147-169.mp3; Two Miniutes to Midnight; Iron Maiden;
4056;bimodal; A148-102.mp3; Uptown Girl; Billie Joel;
4057;bimodal; A149-144.mp3; Vulnerable; Roxette;
4058;bimodal; A150-132.mp3; War; Bruce Springsteen;
4059;bimodal; A151-172.mp3; War Pigs; Black Sabbath;
4060;bimodal; A152-108.mp3; We are the Champions; Queen;
4061;bimodal; A153-130.mp3; What a Feeling; Irene Cara;
4062;bimodal; A155-145.mp3; Winter Wonderland; Louis Armstrong;
4063;bimodal; A157-71.mp3; Yesterday; Beatles;
4064;bimodal; A159-164.mp3; You Should Be Dead; 50 Cent;
4065;bimodal; A160-149.mp3; You're the First; the Last;
4066;bimodal; A161.mp3; Wonderful Christmas Time; Paul McCartney;
4067;bimodal; A162.mp3; Wonderful; Aretha Franklin;
4068;bimodal; A164.mp3; We are the World; Michael Jackson;
4069;bimodal; A165.mp3; Water Song; Amata;
4070;bimodal; A166.mp3; Wake me up before you go go; Glee;
4071;bimodal; A168.mp3; The Voice of Enigma; Enigma;
4072;bimodal; A169.mp3; The Friendship Song; Carbon Leaf;
4073;bimodal; A171.mp3; Say Something; A Great Big World;
4074;bimodal; A172.mp3; Rockstar; Nickleback;
4075;bimodal; A173.mp3; Respect; Aretha Franklin;
4076;bimodal; A174.mp3; Renegade; Eminem and Jay-Z;
4077;bimodal; A176.mp3; Prision Song; System of a Down;
4078;bimodal; A177.mp3; Platypus; Green Day;
4079;bimodal; A178.mp3; Peace Train; Cat Stevens;
4080;bimodal; A179.mp3; One People One Land; Monica Brown;
4081;bimodal; A180.mp3; Nature Song; Wayne Mason;
4082;bimodal; A182.mp3; Lose Yourself; Eminem;
4083;bimodal; A183.mp3; Killing in the Name; Rage Against The Machine;
4084;bimodal; A184.mp3; It's in the Rain; Enya;
4085;bimodal; A186.mp3; I am the Earth; Glyn Lehmann;
4086;bimodal; A187.mp3; He's The Greatest Dancer; Sister Sledge;
4087;bimodal; A188.mp3; Gloomy Sunday; Billie Holliday;
4088;bimodal; A189.mp3; Gift of a friend; Demi Lovato;
4089;bimodal; A190.mp3; Friends are Quiet Angels; Gloria Sklerov and Barbara Rothstein;
4090;bimodal; A191.mp3; For the Love of a Daughter; Demi Lovato;
4091;bimodal; A192.mp3; Family is a Family; Skip West;
4092;bimodal; A193.mp3; Eye of the Tiger; Survivor;
4093;bimodal; A194.mp3; Dead Bodies Everywhere; Korn;
4094;bimodal; A196.mp3; Dancing In The Street; Martha Reeves And The Vandellas;
4095;bimodal; A197.mp3; Christmas Tree; Lady Ga Ga;
4096;bimodal; A198.mp3; But Beautiful; Billie Holiday;
4097;bimodal; A200.mp3; Adam's Song; Blink 182;
4098;Multimodal;1;(Mama) He Treats Your Daughter Mean;Brown, Ruth;Best of Ruth Brown [Rhino]
4099;Multimodal;2;Night in Tunisia;Blakey, Art & the Jazz Messengers;Night in Tunisia [1960]
4100;Multimodal;3;Along Came Jones;Coasters;50 Coastin' Classics: Anthology
4101;Multimodal;4;Back in Black;AC/DC;Back in Black
4102;Multimodal;5;Bad Reputation;Jett, Joan & Teh Blackhearts;Bad Reputation [Bonus Tracks]
4103;Multimodal;6;Boogie Woogie Stomp;Ammons, Albert;First Day
4104;Multimodal;7;Burn Rubber (Why You Wanna Hurt Me);Gap Band [1];Billboard Hot R&B Hits 1981
4105;Multimodal;8;Cigarettes and Alcohol;Oasis;Definitely Maybe
4106;Multimodal;9;Country Grammar (Hot...);Nelly;Source Presents: Hip Hop Hits, Vol. 4 [Clean]
4107;Multimodal;10;Fairytale of New York;Pogues/MacColl, Kirsty;If I Should Fall from Grace with God [Germany Bonus Tracks]
4108;Multimodal;11;Gimme a Pigfoot (And a Bottle of Beer);Smith, Bessie;Collection
4109;Multimodal;12;Give It Away;Red Hot Chili Peppers;Blood Sugar Sex Magik
4110;Multimodal;13;God! Show Me Magic;Super Furry Animals;Fuzzy Logic
4111;Multimodal;14;High School;MC Five;Back in the USA
4112;Multimodal;15;I Know You Got Soul;Byrd, Bobby;Bobby Byrd Got Soul: The Best of Bobby Byrd
4113;Multimodal;16;I Put a Spell on You;Hawkins, Screamin' Jay;Voodoo Jive: The Best of Screamin' Jay Hawkins
4114;Multimodal;17;Insane in the Brain;Cypress Hill;Black Sunday
4115;Multimodal;18;Just Like Me;Revere, Paul & the Raiders;Essential Ride '63-'67
4116;Multimodal;19;Let's Spend the Night Together;Rolling Stones;Hot Rocks, 1964-1971
4117;Multimodal;20;Lucille;Little Richard;Georgia Peach
4118;Multimodal;21;Lust for Life;Pop, Iggy;Lust for Life
4119;Multimodal;22;Neat Neat Neat;Damned;Damned Damned Damned
4120;Multimodal;23;One Monkey Don't Stop No Show;Big Maybelle;Complete OKeh Sessions 1952-1955
4121;Multimodal;24;Saturday Night Fish Fry;Jordan, Louis [1];Best of Louis Jordan [MCA]
4122;Multimodal;25;Shake, Rattle and Roll;Turner, Big Joe [50s];Very Best of Big Joe Turner
4123;Multimodal;26;Sing, Sing, Sing, Pts. 1-2;Krupa, Gene/Goodman, Benny & His Orchestra;Swing Era, 1927-1947
4124;Multimodal;27;Talk Dirty to Me;Poison;Poison's Greatest Hits 1986-1996
4125;Multimodal;28;Joint Is Jumpin';Waller, Fats;Greatest Hits [RCA]
4126;Multimodal;29;Walking the Dog;Thomas, Rufus;Walking the Dog
4127;Multimodal;30;Wang Dang Doodle;Taylor, Koko;What It Takes: The Chess Years
4128;Multimodal;31;Wild Cat Blues;Bechet, Sidney/Williams, Clarence/Blue Five;Ken Burns Jazz
4129;Multimodal;32;Achy Breaky Heart;Cyrus, Billy Ray;Some Gave All
4130;Multimodal;33;All Right Now;Free [1];Molten Gold: The Anthology
4131;Multimodal;34;Bad;Jackson, Michael [1];Bad
4132;Multimodal;35;Big Pimpin';Jay Z/UGK;Vol. 3: Life and Times of S. Carter
4133;Multimodal;36;Big Time Sensuality;Bjork;Debut
4134;Multimodal;37;Blue Suede Shoes;Presley, Elvis;King of Rock 'n' Roll: The Complete 50's Masters
4135;Multimodal;38;Brass in Pocket;Pretenders [1];Pretenders
4136;Multimodal;39;Bye Bye Bye;'N Sync;No Strings Attached
4137;Multimodal;40;Champagne Supernova;Oasis;(What's the Story) Morning Glory?
4138;Multimodal;41;Crazy on You;Heart [1];Greatest Hits [1998]
4139;Multimodal;42;Dirty Deeds Done Dirt Cheap;AC-DC;Dirty Deeds Done Dirt Cheap
4140;Multimodal;43;Do Anything You Wanna Do;Eddie & The Hot Rods;Life on the Line
4141;Multimodal;44;Express Yourself;Madonna;Like a Prayer
4142;Multimodal;45;Feel Like Makin' Love;Bad Company [1];Original Bad Company Anthology
4143;Multimodal;46;Fujiyama Mama;Jackson, Wanda;Vintage Collections Series
4144;Multimodal;47;Gangster of Love;Watson, Johnny [1] Guitar;Very Best of Johnny Guitar Watson [Rhino]
4145;Multimodal;48;Goldfinger;Bassey, Shirley;Best of James Bond: 30th Anniversary [1 Disc Set]
4146;Multimodal;49;Heartbreaker;Led Zeppelin;Led Zeppelin II
4147;Multimodal;50;Hey Grandma;Moby Grape;Moby Grape
4148;Multimodal;51;Hound Dog;Thornton, Big Mama;Hound Dog: The Peacock Recordings
4149;Multimodal;52;I Am the Resurrection;Stone Roses, The;Stone Roses
4150;Multimodal;53;I Hate You;Monks [2];Black Monk Time
4151;Multimodal;54;I'm a King Bee;Harpo, Slim;Rainin' in My Heart
4152;Multimodal;55;I'm a Man;Spencer Davis Group;Best of the Spencer Davis Group [EMI America]
4153;Multimodal;56;Mannish Boy;Waters, Muddy;Real Folk Blues
4154;Multimodal;57;Pour Some Sugar on Me;Def Leppard;Hysteria
4155;Multimodal;58;Pump It Up;Elvis Costello & the Attractions;Very Best of Elvis Costello and the Attractions
4156;Multimodal;59;Rebel Yell;Idol, Billy;Rebel Yell [Expanded Edition]
4157;Multimodal;60;Sister Havana;Urge Overkill;Saturation
4158;Multimodal;61;Sometimes Good Guys Don't Wear White;Standells;Best of the Standells
4159;Multimodal;62;Super Bad;Brown, James [1];JB40: 40th Anniversary Collection
4160;Multimodal;63;Survivor;Destiny's Child;Survivor
4161;Multimodal;64;Ten Feet Tall and Bulletproof;Tritt, Travis;Greatest Hits: From the Beginning
4162;Multimodal;65;Greatest Lover in the World;Diddley, Bo;Chess Box
4163;Multimodal;66;Walk This Way;Aerosmith;Aerosmith's Greatest Hits
4164;Multimodal;67;What Have You Done for Me Lately;Jackson, Janet;Control
4165;Multimodal;68;Who's That Girl?;Eve [1];Scorpion
4166;Multimodal;69;(You Make Me Feel Like) A Natural Woman;Franklin, Aretha;Lady Soul
4167;Multimodal;70;63rd Street Theme;Griffin, Johnny;Grab This!
4168;Multimodal;71;Change Is Gonna Come;Cooke, Sam;Man and His Music
4169;Multimodal;72;Design for Life;Manic Street Preachers;Everything Must Go
4170;Multimodal;73;Another Place, Another Time;Lewis, Jerry Lee;All Killer, No Filler: The Anthology
4171;Multimodal;74;Anyday;Derek & the Dominos;Layla and Other Assorted Love Songs
4172;Multimodal;75;Bamboleo;Gipsy Kings;Gipsy Kings
4173;Multimodal;76;Beck's Bolero;Beck, Jeff;Truth
4174;Multimodal;77;Born Under a Bad Sign;King, Albert;Ultimate Collection
4175;Multimodal;78;Coal Miner's Daughter;Lynn, Loretta;Coal Miner's Daughter
4176;Multimodal;79;Cry Cry Cry;Bland, Bobby;Greatest Hits, Vol. 1: The Duke Recordings
